barrio_code,barrio_name,latitude,longitude,demand_type,id,building_type
83,Penagrande,4480813.815,438469.3376,residential,100,yes
83,Penagrande,4480843.537,438512.3594,residential,101,yes
83,Penagrande,4480838.825,438531.4378,residential,102,yes
83,Penagrande,4480840.65,438490.5626,residential,103,apartments
83,Penagrande,4480868.092,438510.9437,residential,104,yes
83,Penagrande,4480873.446,438492.0226,residential,105,yes
83,Penagrande,4480872.027,438450.3683,residential,106,yes
83,Penagrande,4480873.947,438525.3717,residential,107,yes
83,Penagrande,4480875.369,438469.293,residential,108,yes
83,Penagrande,4480852.226,438404.2783,residential,109,yes
83,Penagrande,4480851.511,438310.6421,residential,110,yes
83,Penagrande,4480849.487,438411.0407,residential,111,yes
83,Penagrande,4480879.548,438348.5801,residential,112,yes
83,Penagrande,4480900.732,438419.3402,residential,113,yes
83,Penagrande,4480895.573,438350.912,residential,114,yes
83,Penagrande,4480895.406,438406.4013,residential,115,yes
83,Penagrande,4480905.427,438340.5497,residential,116,yes
83,Penagrande,4480918.992,438422.8127,residential,117,yes
83,Penagrande,4480919.245,438343.3284,residential,118,yes
83,Penagrande,4480885.354,438453.1325,residential,119,yes
83,Penagrande,4480897.176,438449.7807,residential,120,yes
83,Penagrande,4480915.449,438459.8085,residential,121,yes
83,Penagrande,4480910.668,438509.2882,residential,122,yes
83,Penagrande,4480929.5,438473.8819,residential,123,yes
83,Penagrande,4480936.653,438512.7127,residential,124,yes
83,Penagrande,4480939.25,438447.8263,residential,125,yes
83,Penagrande,4480930.093,438501.8119,residential,126,yes
83,Penagrande,4480935.125,438498.4063,residential,127,yes
83,Penagrande,4480933.883,438489.0319,residential,128,yes
83,Penagrande,4480929.104,438383.5313,residential,129,yes
83,Penagrande,4480937.668,438406.87,residential,130,yes
83,Penagrande,4480935.485,438342.1926,residential,131,yes
83,Penagrande,4480959.496,438411.2422,residential,132,yes
83,Penagrande,4480971.156,438318.1124,residential,133,yes
83,Penagrande,4480973.28,438346.0679,residential,134,yes
83,Penagrande,4480975.272,438360.0423,residential,135,yes
83,Penagrande,4480973.883,438374.0038,residential,136,yes
83,Penagrande,4480962.954,438378.332,residential,137,yes
83,Penagrande,4480972.978,438385.1284,residential,138,yes
83,Penagrande,4480963.15,438472.5394,residential,139,yes
83,Penagrande,4480969.72,438446.4853,residential,140,yes
83,Penagrande,4480963.306,438476.4233,residential,141,yes
83,Penagrande,4480972.125,438498.191,residential,142,yes
83,Penagrande,4480969.874,438484.5276,residential,143,yes
83,Penagrande,4480975.256,438502.6799,residential,144,yes
83,Penagrande,4480984.131,438451.8756,residential,145,yes
83,Penagrande,4480989.783,438452.7211,residential,146,yes
83,Penagrande,4480997.576,438497.4309,residential,147,yes
83,Penagrande,4480993.376,438530.4769,residential,148,yes
83,Penagrande,4480694.882,438246.4088,residential,149,yes
83,Penagrande,4480687.78,438288.0453,residential,150,apartments
83,Penagrande,4480704.96,438228.3097,residential,151,yes
83,Penagrande,4480713.802,438248.0666,residential,152,yes
83,Penagrande,4480723.362,438191.6043,residential,153,yes
83,Penagrande,4480754.083,438210.4613,residential,154,yes
83,Penagrande,4480766.511,438209.1447,residential,155,yes
83,Penagrande,4480621.571,437793.4905,residential,156,yes
83,Penagrande,4480643.918,437795.0605,residential,157,yes
83,Penagrande,4480679.85,437578.4833,residential,158,yes
83,Penagrande,4480692.802,437938.0221,residential,159,yes
83,Penagrande,4480718.374,437981.4204,residential,160,yes
83,Penagrande,4480718.078,437956.6283,residential,161,yes
83,Penagrande,4480730.014,438154.7494,residential,162,yes
83,Penagrande,4480745.184,437965.164,residential,163,yes
83,Penagrande,4480743.2,438164.0013,residential,164,yes
83,Penagrande,4480770.441,437868.3533,residential,165,yes
83,Penagrande,4480783.714,437832.7748,residential,166,yes
83,Penagrande,4480797.676,437891.1423,residential,167,yes
83,Penagrande,4480860.947,438094.1264,residential,168,church
83,Penagrande,4480757.115,437782.5407,residential,169,house
83,Penagrande,4480758.394,437708.024,residential,170,yes
83,Penagrande,4480766.255,437729.5187,residential,171,yes
83,Penagrande,4480799.716,437811.1446,residential,172,yes
83,Penagrande,4480804.431,437787.2152,residential,173,yes
83,Penagrande,4480807.779,437747.2993,residential,174,yes
83,Penagrande,4480811.342,437777.9046,residential,175,yes
83,Penagrande,4480813.75,437718.6419,residential,176,yes
83,Penagrande,4480771.189,438207.2709,residential,177,yes
83,Penagrande,4480777.418,438217.7908,residential,178,yes
83,Penagrande,4480785.867,438211.772,residential,179,yes
83,Penagrande,4480790.107,438214.9712,residential,180,yes
83,Penagrande,4480798.204,438210.1186,residential,181,yes
83,Penagrande,4480807.25,438211.2445,residential,182,yes
83,Penagrande,4480812.406,438211.4677,residential,183,yes
83,Penagrande,4480818.741,438218.9419,residential,184,yes
83,Penagrande,4480821.858,438210.5213,residential,185,yes
83,Penagrande,4480847.291,438220.5689,residential,186,yes
83,Penagrande,4480817.495,437702.2022,residential,187,yes
83,Penagrande,4480845.529,437728.9844,residential,188,yes
83,Penagrande,4480853.223,437706.6812,residential,189,yes
83,Penagrande,4480873.604,437733.3228,residential,190,yes
83,Penagrande,4480876.358,437703.2152,residential,191,yes
83,Penagrande,4480882.615,437689.2726,residential,192,yes
83,Penagrande,4480893.384,437740.4976,residential,193,yes
83,Penagrande,4480911.99,437681.4844,residential,194,yes
83,Penagrande,4480850.152,438006.1746,residential,195,house
83,Penagrande,4480854.187,438181.0856,residential,196,yes
83,Penagrande,4480861.881,438025.4419,residential,197,yes
83,Penagrande,4480856.389,437995.8691,residential,198,house
83,Penagrande,4480872.21,438173.4251,residential,199,yes
83,Penagrande,4480886.025,438139.8309,residential,200,yes
83,Penagrande,4480894.593,438183.6072,residential,201,yes
83,Penagrande,4480900.02,438118.2483,residential,202,yes
83,Penagrande,4480905.362,438189.905,residential,203,yes
83,Penagrande,4480916.415,438052.732,residential,204,yes
83,Penagrande,4480909.946,437615.4634,residential,205,yes
83,Penagrande,4480937.254,437601.3962,residential,206,yes
83,Penagrande,4480952.424,437504.911,residential,207,yes
83,Penagrande,4480949.079,437621.3205,residential,208,yes
83,Penagrande,4480964.865,437786.3229,residential,209,house
83,Penagrande,4480992.987,437760.2406,residential,210,terrace
83,Penagrande,4481032.034,437415.9002,residential,211,yes
83,Penagrande,4481029.925,437535.7563,residential,212,yes
83,Penagrande,4481033.771,437541.4637,residential,213,yes
83,Penagrande,4480940.16,438085.1867,residential,214,yes
83,Penagrande,4480931.85,438062.2504,residential,215,yes
83,Penagrande,4480939.07,438175.4347,residential,216,yes
83,Penagrande,4480947.991,438174.1238,residential,217,yes
83,Penagrande,4480960.641,438173.8609,residential,218,yes
83,Penagrande,4480962.89,438175.5822,residential,219,yes
83,Penagrande,4480969.541,438182.6761,residential,220,yes
83,Penagrande,4480976.451,438179.5927,residential,221,yes
83,Penagrande,4480983.448,438187.323,residential,222,yes
83,Penagrande,4481042.543,438085.6894,residential,223,yes
83,Penagrande,4480847.303,438302.6286,residential,224,yes
83,Penagrande,4480895.64,438308.2986,residential,225,yes
83,Penagrande,4480912.173,438232.9239,residential,226,yes
83,Penagrande,4480941.268,438294.0002,residential,227,yes
83,Penagrande,4480952.135,438217.9265,residential,228,yes
83,Penagrande,4480978.915,438297.3909,residential,229,yes
83,Penagrande,4481011.032,438200.3683,residential,230,yes
83,Penagrande,4481034.434,438244.6094,residential,231,yes
83,Penagrande,4481123.775,438313.8932,residential,232,yes
83,Penagrande,4481150.1,438269.0945,residential,233,yes
83,Penagrande,4480776.002,438637.3892,residential,234,yes
83,Penagrande,4480815.04,438573.157,residential,235,yes
83,Penagrande,4480804.011,438585.7756,residential,236,yes
83,Penagrande,4480813.469,438586.6146,residential,237,yes
83,Penagrande,4480817.358,438611.1917,residential,238,yes
83,Penagrande,4480819.104,438605.3739,residential,239,yes
83,Penagrande,4480815.268,438620.7896,residential,240,yes
83,Penagrande,4480813.677,438598.1389,residential,241,yes
83,Penagrande,4480824.031,438559.7279,residential,242,yes
83,Penagrande,4480834.378,438653.3374,residential,243,yes
83,Penagrande,4480851.522,438720.6584,residential,244,yes
83,Penagrande,4480873.956,438754.7569,residential,245,yes
83,Penagrande,4480876.512,438675.884,residential,246,yes
83,Penagrande,4480886.854,438686.8525,residential,247,yes
83,Penagrande,4480892.003,438705.4619,residential,248,yes
83,Penagrande,4480888.978,438719.5895,residential,249,yes
83,Penagrande,4480904.412,438724.1144,residential,250,yes
83,Penagrande,4480906.132,438754.7018,residential,251,yes
83,Penagrande,4480911.124,438728.9039,residential,252,yes
83,Penagrande,4480910.492,438760.3422,residential,253,yes
83,Penagrande,4480849.764,438631.9218,residential,254,yes
83,Penagrande,4480849.703,438608.8986,residential,255,yes
83,Penagrande,4480843.068,438655.5525,residential,256,yes
83,Penagrande,4480875.864,438600.1887,residential,257,yes
83,Penagrande,4480867.869,438546.7103,residential,258,yes
83,Penagrande,4480874.218,438650.6868,residential,259,yes
83,Penagrande,4480879.665,438626.2607,residential,260,yes
83,Penagrande,4480880.097,438635.1781,residential,261,yes
83,Penagrande,4480891.762,438658.4096,residential,262,yes
83,Penagrande,4480919.965,438573.3325,residential,263,yes
83,Penagrande,4480897.738,438603.9682,residential,264,yes
83,Penagrande,4480894.679,438541.6434,residential,265,yes
83,Penagrande,4480926.043,438537.9344,residential,266,yes
83,Penagrande,4480929.272,438616.8974,residential,267,yes
83,Penagrande,4480938.657,438588.0301,residential,268,yes
83,Penagrande,4480933.577,438565.7199,residential,269,yes
83,Penagrande,4480937.318,438533.2379,residential,270,yes
83,Penagrande,4480963.746,438566.8386,residential,271,yes
83,Penagrande,4480964.781,438625.6548,residential,272,yes
83,Penagrande,4480957.151,438647.7969,residential,273,yes
83,Penagrande,4480912.619,438728.3979,residential,274,yes
83,Penagrande,4480918.159,438748.5413,residential,275,yes
83,Penagrande,4480924.988,438744.901,residential,276,yes
83,Penagrande,4480927.343,438733.1569,residential,277,yes
83,Penagrande,4480930.638,438723.885,residential,278,yes
83,Penagrande,4480931.255,438734.1255,residential,279,yes
83,Penagrande,4480942.719,438747.3253,residential,280,yes
83,Penagrande,4480942.206,438730.019,residential,281,yes
83,Penagrande,4480962.496,438677.9256,residential,282,yes
83,Penagrande,4480971.672,438716.6012,residential,283,yes
83,Penagrande,4480960.611,438736.2975,residential,284,yes
83,Penagrande,4480973.096,438744.9959,residential,285,yes
83,Penagrande,4480971.584,438679.3951,residential,286,yes
83,Penagrande,4480973.792,438691.2086,residential,287,yes
83,Penagrande,4480987.49,438682.7771,residential,288,yes
83,Penagrande,4480987.219,438731.3112,residential,289,yes
83,Penagrande,4480985.274,438721.0295,residential,290,yes
83,Penagrande,4480983.434,438702.7907,residential,291,yes
83,Penagrande,4480983.354,438751.8974,residential,292,yes
83,Penagrande,4481004.777,438742.5905,residential,293,yes
83,Penagrande,4480968.208,438585.4392,residential,294,yes
83,Penagrande,4480967.978,438629.1382,residential,295,yes
83,Penagrande,4480978.313,438645.389,residential,296,yes
83,Penagrande,4480976.437,438652.2248,residential,297,yes
83,Penagrande,4480986.707,438625.9303,residential,298,yes
83,Penagrande,4480983.133,438566.2706,residential,299,yes
83,Penagrande,4480996.785,438570.1651,residential,300,yes
83,Penagrande,4481000.935,438573.6702,residential,301,yes
83,Penagrande,4481010.447,438578.0261,residential,302,yes
83,Penagrande,4481017.278,438571.4763,residential,303,yes
83,Penagrande,4480803.036,438766.6071,residential,304,yes
83,Penagrande,4480818.501,438766.2918,residential,305,yes
83,Penagrande,4480836.531,438784.6273,residential,306,roof
83,Penagrande,4480852.4,438749.4158,residential,307,yes
83,Penagrande,4480886.875,438758.057,residential,308,yes
83,Penagrande,4480923.57,438847.479,residential,309,roof
83,Penagrande,4480937.192,438753.7524,residential,310,yes
83,Penagrande,4481122.445,438831.9871,residential,311,yes
83,Penagrande,4481136.87,438783.2157,residential,312,apartments
83,Penagrande,4481197.377,438847.5166,residential,313,apartments
83,Penagrande,4481011.32,438738.7857,residential,314,yes
83,Penagrande,4481018.117,438736.6928,residential,315,yes
83,Penagrande,4481031.863,438674.3802,residential,316,yes
83,Penagrande,4481031.659,438734.563,residential,317,yes
83,Penagrande,4481032.962,438706.6306,residential,318,yes
83,Penagrande,4481050.774,438738.4327,residential,319,yes
83,Penagrande,4481089.15,438684.5549,residential,320,yes
83,Penagrande,4481082.197,438701.6252,residential,321,yes
83,Penagrande,4481073.906,438718.6654,residential,322,yes
83,Penagrande,4481115.8,438703.7084,residential,323,yes
83,Penagrande,4481031.72,438594.3353,residential,324,yes
83,Penagrande,4481024.069,438651.9678,residential,325,yes
83,Penagrande,4481033.28,438545.4857,residential,326,yes
83,Penagrande,4481062.094,438579.4457,residential,327,yes
83,Penagrande,4481055.612,438592.8662,residential,328,yes
83,Penagrande,4481069.844,438567.7191,residential,329,yes
83,Penagrande,4481085.584,438578.3498,residential,330,yes
83,Penagrande,4481089.386,438572.2296,residential,331,yes
83,Penagrande,4481111.742,438540.5869,residential,332,yes
83,Penagrande,4481127.884,438580.6985,residential,333,yes
83,Penagrande,4480974.29,438388.6661,residential,334,yes
83,Penagrande,4480967.678,438415.7808,residential,335,yes
83,Penagrande,4480977.741,438413.735,residential,336,yes
83,Penagrande,4480982.036,438317.4429,residential,337,yes
83,Penagrande,4480985.623,438413.5807,residential,338,yes
83,Penagrande,4480983.949,438349.9135,residential,339,yes
83,Penagrande,4481004.726,438347.5197,residential,340,yes
83,Penagrande,4481000.771,438414.7028,residential,341,yes
83,Penagrande,4481008.484,438319.7872,residential,342,yes
83,Penagrande,4481012.399,438406.3283,residential,343,yes
83,Penagrande,4481000.999,438442.6011,residential,344,yes
83,Penagrande,4481015.391,438523.9071,residential,345,yes
83,Penagrande,4481018.481,438464.5401,residential,346,yes
83,Penagrande,4481024.923,438490.454,residential,347,yes
83,Penagrande,4481029.713,438493.36,residential,348,yes
83,Penagrande,4481026.874,438526.2108,residential,349,yes
83,Penagrande,4481096.157,438515.1581,residential,350,yes
83,Penagrande,4481103.486,438538.4886,residential,351,yes
83,Penagrande,4481121.17,438472.5585,residential,352,yes
83,Penagrande,4481096.435,438503.1358,residential,353,yes
83,Penagrande,4481018.427,438350.1167,residential,354,yes
83,Penagrande,4481028.768,438311.3554,residential,355,yes
83,Penagrande,4481027.539,438346.0658,residential,356,yes
83,Penagrande,4481031.724,438416.0813,residential,357,yes
83,Penagrande,4481127.3,438337.4406,residential,358,yes
83,Penagrande,4481179.338,438423.8642,residential,359,yes
83,Penagrande,4481186.914,438354.6443,residential,360,yes
83,Penagrande,4481204.073,438419.0331,residential,361,yes
83,Penagrande,4481214.471,438315.3128,residential,362,yes
83,Penagrande,4481225.362,438338.4564,residential,363,yes
83,Penagrande,4481128.044,438546.3989,residential,364,yes
83,Penagrande,4481167.088,438640.4143,residential,365,apartments
83,Penagrande,4481156.61,438571.5636,residential,366,yes
83,Penagrande,4481159.565,438541.0786,residential,367,yes
83,Penagrande,4481159.424,438606.2921,residential,368,yes
83,Penagrande,4481161.553,438562.8651,residential,369,yes
83,Penagrande,4481164.648,438650.1124,residential,370,yes
83,Penagrande,4481169.827,438569.5484,residential,371,yes
83,Penagrande,4481181.05,438535.976,residential,372,yes
83,Penagrande,4481176.365,438565.8419,residential,373,yes
83,Penagrande,4481120.406,438494.5612,residential,374,yes
83,Penagrande,4481132.535,438438.6543,residential,375,residential
83,Penagrande,4481142.105,438494.0997,residential,376,yes
83,Penagrande,4481141.823,438463.5401,residential,377,residential
83,Penagrande,4481153.488,438488.3526,residential,378,yes
83,Penagrande,4481157.227,438505.6069,residential,379,yes
83,Penagrande,4481184.289,438526.4786,residential,380,yes
83,Penagrande,4481206.237,438474.6364,residential,381,yes
83,Penagrande,4481231.58,438497.2207,residential,382,yes
83,Penagrande,4481247.325,438534.9574,residential,383,yes
83,Penagrande,4481254.428,438495.3086,residential,384,yes
83,Penagrande,4481251.373,438524.2199,residential,385,yes
83,Penagrande,4481260.54,438525.3352,residential,386,yes
83,Penagrande,4481267.159,438530.7348,residential,387,yes
83,Penagrande,4481271.191,438487.4791,residential,388,yes
83,Penagrande,4481278.759,438530.5684,residential,389,yes
83,Penagrande,4481286.57,438523.0484,residential,390,yes
83,Penagrande,4481285.322,438511.7066,residential,391,yes
83,Penagrande,4481309.351,438440.0045,residential,392,yes
83,Penagrande,4481314.292,438470.0596,residential,393,yes
83,Penagrande,4481230.932,438402.2287,residential,394,yes
83,Penagrande,4481295.432,438412.1869,residential,395,yes
83,Penagrande,4481317.67,438322.2542,residential,396,yes
83,Penagrande,4481315.055,438330.6203,residential,397,yes
83,Penagrande,4481324.412,438324.763,residential,398,yes
83,Penagrande,4481334.127,438361.9581,residential,399,yes
83,Penagrande,4481341.689,438327.9964,residential,400,yes
83,Penagrande,4481338.493,438400.042,residential,401,yes
83,Penagrande,4481338.544,438354.5088,residential,402,yes
83,Penagrande,4481343.651,438324.8768,residential,403,yes
83,Penagrande,4481175.148,438598.1264,residential,404,yes
83,Penagrande,4481190.621,438644.5235,residential,405,yes
83,Penagrande,4481207.253,438577.9264,residential,406,yes
83,Penagrande,4481215.983,438631.3093,residential,407,apartments
83,Penagrande,4481224.796,438532.6532,residential,408,yes
83,Penagrande,4481239.771,438537.1614,residential,409,yes
83,Penagrande,4481265.898,438588.0576,residential,410,yes
83,Penagrande,4481321.485,438606.4214,residential,411,apartments
83,Penagrande,4481329.805,438599.9638,residential,412,apartments
83,Penagrande,4481378.004,438538.3472,residential,413,apartments
83,Penagrande,4481355.545,438266.2666,residential,414,yes
83,Penagrande,4481358.482,438302.4186,residential,415,yes
83,Penagrande,4481358.733,438272.0176,residential,416,yes
83,Penagrande,4481370.61,438229.3917,residential,417,yes
83,Penagrande,4481364.181,438273.9892,residential,418,yes
83,Penagrande,4481369.626,438242.852,residential,419,yes
83,Penagrande,4481366.928,438283.6938,residential,420,yes
83,Penagrande,4481379.079,438240.1826,residential,421,yes
83,Penagrande,4481373.433,438272.193,residential,422,yes
83,Penagrande,4481391.651,438254.0852,residential,423,yes
83,Penagrande,4481351.05,438347.6319,residential,424,yes
83,Penagrande,4481350.869,438317.864,residential,425,yes
83,Penagrande,4481357.635,438344.7478,residential,426,yes
83,Penagrande,4481359.537,438363.526,residential,427,yes
83,Penagrande,4481360.732,438375.4624,residential,428,yes
83,Penagrande,4481377.26,438328.6813,residential,429,yes
83,Penagrande,4481378.705,438336.8987,residential,430,yes
83,Penagrande,4481380.295,438346.532,residential,431,yes
83,Penagrande,4481383.338,438320.4162,residential,432,yes
83,Penagrande,4481401.688,438331.4416,residential,433,yes
83,Penagrande,4481039.209,437536.6251,residential,434,yes
83,Penagrande,4481045.08,437530.6323,residential,435,yes
83,Penagrande,4481052.597,437530.7018,residential,436,yes
83,Penagrande,4481056.371,437537.8719,residential,437,yes
83,Penagrande,4481065.155,437534.3113,residential,438,yes
83,Penagrande,4481067.051,437466.4655,residential,439,yes
83,Penagrande,4481073.28,437539.6054,residential,440,yes
83,Penagrande,4481077.26,437542.3017,residential,441,yes
83,Penagrande,4481089.96,437571.845,residential,442,yes
83,Penagrande,4481081.432,437417.7692,residential,443,yes
83,Penagrande,4481109.449,437539.8641,residential,444,yes
83,Penagrande,4481121.356,437505.3877,residential,445,yes
83,Penagrande,4481114.187,437569.1909,residential,446,yes
83,Penagrande,4481118.272,437690.9835,residential,447,yes
83,Penagrande,4481125.747,437735.3602,residential,448,yes
83,Penagrande,4481122.611,437758.3686,residential,449,yes
83,Penagrande,4481115.382,437820.5318,residential,450,yes
83,Penagrande,4481124.94,437702.5922,residential,451,yes
83,Penagrande,4481121.74,437635.2524,residential,452,yes
83,Penagrande,4481120.511,437658.6805,residential,453,yes
83,Penagrande,4481126.148,437661.6919,residential,454,yes
83,Penagrande,4481128.208,437600.8631,residential,455,yes
83,Penagrande,4481130.59,437561.7136,residential,456,yes
83,Penagrande,4481126.236,437734.6511,residential,457,yes
83,Penagrande,4481125.118,437594.0054,residential,458,yes
83,Penagrande,4481128.008,437709.0159,residential,459,yes
83,Penagrande,4481142.166,437363.2799,residential,460,apartments
83,Penagrande,4481168.157,437450.309,residential,461,apartments
83,Penagrande,4481214.108,437499.7245,residential,462,apartments
83,Penagrande,4481156.187,438239.1558,residential,463,yes
83,Penagrande,4481303.78,438280.7342,residential,464,yes
83,Penagrande,4481301.311,438241.1005,residential,465,yes
83,Penagrande,4481307.098,438289.0402,residential,466,yes
83,Penagrande,4481307.616,438278.2084,residential,467,yes
83,Penagrande,4481314.833,438308.1245,residential,468,yes
83,Penagrande,4481311.806,438234.2544,residential,469,yes
83,Penagrande,4481314.859,438238.3367,residential,470,yes
83,Penagrande,4481317.088,438210.9034,residential,471,yes
83,Penagrande,4481320.543,438278.5237,residential,472,yes
83,Penagrande,4481046.292,438145.2323,residential,473,yes
83,Penagrande,4481094.766,438164.3947,residential,474,yes
83,Penagrande,4481087.742,438183.3261,residential,475,yes
83,Penagrande,4481127.227,438035.1674,residential,476,yes
83,Penagrande,4481121.97,437831.3877,residential,477,yes
83,Penagrande,4481119.292,437977.2845,residential,478,yes
83,Penagrande,4481167.527,438012.62,residential,479,yes
83,Penagrande,4481348.937,438185.0645,residential,480,yes
83,Penagrande,4481377.13,438178.7118,residential,481,yes
83,Penagrande,4481453.084,437985.4737,residential,482,apartments
83,Penagrande,4481326.087,438248.77,residential,483,yes
83,Penagrande,4481330.038,438206.4605,residential,484,yes
83,Penagrande,4481335.782,438248.9112,residential,485,yes
83,Penagrande,4481333.954,438286.3803,residential,486,yes
83,Penagrande,4481338.401,438209.0016,residential,487,yes
83,Penagrande,4481337.279,438250.5451,residential,488,yes
83,Penagrande,4481345.058,438228.2302,residential,489,yes
83,Penagrande,4481343.441,438260.6417,residential,490,yes
83,Penagrande,4481341.731,438292.2689,residential,491,yes
